Row.names	logFC	logCPM	PValue	SGN_annotation	AGI	symbol	gene_name	X..identity	alignment.length	e.value	bit.score	percent.query.align
Solyc06g051460.2.1	-2.483188271	2.395044108	0.001187794	ATP-dependent chaperone ClpB (AHRD V1 *--- C0GC24_9FIRM)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g025790.2.1	-2.482768383	4.947686166	7.62E-08	Metal ion binding protein (AHRD V1 **-* B6SL50_MAIZE); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein 	AT3G48970	NA	"copper-binding family protein; similar to copper chaperone (CCH)-related [Arabidopsis thaliana] (TAIR:AT2G18196.1); similar to copper-binding protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87580.1); similar to Os01g0758000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044299.1); similar to Os03g0120400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048788.1); contains InterPro domain ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter; (InterPro:IPR001757); contains InterPro domain Heavy metal transport/detoxification protein; (InterPro:IPR006121)"	71.43	140	3.00E-39	157	98.57142857
Solyc01g090740.2.1	-2.462962633	2.076171716	0.009877769	Zinc ion binding protein (AHRD V1 ***- D7LRR6_ARALY)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc02g078130.2.1	-2.457533467	3.204076683	9.17E-05	Basic helix-loop-helix family protein (AHRD V1 ***- D7MFG5_ARALY); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc02g065520.1.1	-2.454483225	2.375798423	0.003191253	Receptor-like protein kinase 5 (AHRD V1 *-*- RLK5_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g056170.2.1	-2.454016678	3.540762005	3.72E-06	Phenylalanine ammonia-lyase (AHRD V1 **** Q50EX7_PETHY); contains Interpro domain(s)  IPR005922  Phenylalanine ammonia-lyase 	AT3G53260	ATPAL2	Encodes phenylalanine lyase.	81	700	0	1193	97.6056338
Solyc01g102310.2.1	-2.448305052	6.023241899	9.64E-10	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g010010.1.1	-2.44520372	3.373146802	7.31E-05	"Plant-specific domain TIGR01570 family protein (AHRD V1 ***- B6U2A5_MAIZE); contains Interpro domain(s)  IPR006460  Protein of unknown function DUF617, plant "	AT3G25640	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G23100.1); similar to Os05g0577100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056405.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAB90468.1); contains InterPro domain Protein of unknown function DUF617, plant; (InterPro:IPR006460)"	52.19	274	3.00E-65	244	99.22779923
Solyc01g091130.2.1	-2.428258972	3.330193474	0.000100583	Nitroreductase (AHRD V1 ***- Q2WAQ2_MAGSA); contains Interpro domain(s)  IPR000415  Nitroreductase-like 	AT1G02020	NA	nitroreductase family protein; similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAM93466.1); contains domain no description (G3D.3.40.109.10); contains domain NADH oxidase/flavin reductase (SSF55469)	67.53	576	0	791	91.10032362
Solyc03g119150.2.1	-2.4222436	3.543088702	1.67E-05	"Peptidyl-prolyl cis-trans isomerase (AHRD V1 *-*- B4VX45_9CYAN); contains Interpro domain(s)  IPR001179  Peptidyl-prolyl cis-trans isomerase, FKBP-type "	AT1G18170	NA	"immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein; similar to immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein [Arabidopsis thaliana] (TAIR:AT1G73655.1); similar to hypothetical protein MtrDRAFT_AC139526g24v1 [Medicago truncatula] (GB:ABE80155.1); similar to Os03g0708500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051037.1); contains InterPro domain Peptidylprolyl isomerase, FKBP-type; (InterPro:IPR001179)"	70.35	199	9.00E-68	253	75.4789272
Solyc04g039990.2.1	-2.420590106	2.041346846	0.009877769	"Cc-nbs, resistance protein fragment"	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g060440.1.1	-2.406729422	2.620315967	0.001247565	Transmembrane emp24 domain-containing protein 10 (AHRD V1 ***- B6SSF8_MAIZE); contains Interpro domain(s)  IPR000348  emp24/gp25L/p24 	AT1G57620	NA	emp24/gp25L/p24 family protein; similar to emp24/gp25L/p24 family protein [Arabidopsis thaliana] (TAIR:AT1G09580.1); similar to Os06g0210100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057112.1); similar to emp24 protein [Hyacinthus orientalis] (GB:AAT08688.1); contains InterPro domain emp24/gp25L/p24; (InterPro:IPR000348); contains InterPro domain GOLD; (InterPro:IPR009038)	52.33	193	1.00E-45	179	89.71962617
Solyc02g090580.2.1	-2.398036802	3.072204493	0.001015506	Os03g0859900 protein (Fragment) (AHRD V1 *-*- Q0DLK3_ORYSJ); contains Interpro domain(s)  IPR006869  Protein of unknown function DUF547 	AT4G37080	NA	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G42690.2); similar to Os03g0859900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051971.1); similar to Os09g0463300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063405.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAP44737.1); contains InterPro domain Protein of unknown function DUF547; (InterPro:IPR006869)	54.8	615	1.00E-148	523	96.55172414
Solyc01g091490.2.1	-2.395164601	2.033141156	0.009877769	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc04g050570.2.1	-2.382312281	3.279308247	4.59E-05	"GDSL esterase/lipase At5g33370 (AHRD V1 ***- GDL79_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL "	AT5G33370	NA	"GDSL-motif lipase/hydrolase family protein; similar to ATLTL1/LTL1 (LI-TOLERANT LIPASE 1), carboxylic ester hydrolase [Arabidopsis thaliana] (TAIR:AT3G04290.1); similar to GSDL-motif lipase [Agave americana] (GB:AAS75127.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"	73.75	339	1.00E-157	552	92.85714286
Solyc02g068760.2.1	-2.380671261	2.034078783	0.009877769	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LHS5_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 	AT2G35130	NA	pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G02860.1); similar to putative chloroplast RNA processing protein [Oryza sativa (japonica cultivar-group)] (GB:AAM92824.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE94700.1); similar to Os02g0170000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046025.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)	66.79	551	0	793	87.5
Solyc03g026260.2.1	-2.371906547	2.317909949	0.00328891	"TraB family protein (AHRD V1 *-*- D7KED1_ARALY); contains Interpro domain(s)  IPR002816  Pheromone shutdown-related, TraB "	AT5G52030	NA	TraB protein-related; similar to TraB family protein [Arabidopsis thaliana] (TAIR:AT1G05270.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAD09227.1); similar to Os08g0545700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062417.1); contains InterPro domain TraB determinant; (InterPro:IPR002816)	63.66	366	7.00E-127	450	83.77723971
Solyc06g061160.1.1	-2.365642556	2.593370239	0.001937445	"Ramosa1 C2H2 zinc-finger transcription factor (AHRD V1 *-** D0UTY6_ZEAMM); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc01g100660.2.1	-2.365174872	2.576971723	0.000777126	Transcription factor (AHRD V1 ***- D7L4N5_ARALY)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g014380.2.1	-2.354190086	4.081864549	5.79E-07	"Multidrug resistance protein ABC transporter family (AHRD V1 ***- B9HTC0_POPTR); contains Interpro domain(s)  IPR001140  ABC transporter, transmembrane region "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g068350.1.1	-2.340377299	4.698581667	4.49E-06	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc01g107370.2.1	-2.33263244	2.569955427	0.001937445	Gibberellin-regulated family protein (AHRD V1 **-- D7L2S3_ARALY); contains Interpro domain(s)  IPR003854  Gibberellin regulated protein 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g050600.2.1	-2.329445931	2.294823401	0.00328891	Kelch-like protein (AHRD V1 ***- Q84S70_ORYSJ); contains Interpro domain(s)  IPR015915  Kelch-type beta propeller 	AT5G01660	NA	"kelch repeat-containing protein; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G11000.1); similar to Kelch-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAC65044.1); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Kelch repeat; (InterPro:IPR006652)"	52.51	219	2.00E-63	239	86.8
Solyc05g055400.2.1	-2.306384743	5.290200952	1.27E-08	Cytochrome P450	AT5G04660	CYP77A4	encodes a protein with cytochrome P450 domain	66.86	513	0	716	99.21875
Solyc03g098070.2.1	-2.283994738	2.947554189	0.001527707	"C2H2L domain class transcription factor (AHRD V1 *--* D9ZIU3_MALDO); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g009990.2.1	-2.277568781	7.733439788	6.01E-10	"LRR receptor-like serine/threonine-protein kinase, RLP"	AT1G68780	NA	"leucine-rich repeat family protein; similar to leucine-rich repeat family protein [Arabidopsis thaliana] (TAIR:AT3G25670.1); similar to unnamed protein product; contains similarity to elicitor-inducible receptor EIR gene_id:T5M7.12 [Medicago truncatula] (GB:ABE90677.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)"	56.93	404	7.00E-114	407	84.89361702
Solyc08g083400.2.1	-2.256149177	2.731069424	0.001222342	Auxin response factor 24 (AHRD V1 *-*- D9HNV1_MAIZE); contains Interpro domain(s)  IPR003340  Transcriptional factor B3 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g055550.2.1	-2.233381853	2.71195582	0.001849279	Chromosome 07 contig 1 DNA sequence (AHRD V1 ***- Q015I8_OSTTA)	AT3G10405	NA	similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAK20043.1); similar to Os10g0545100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065205.1); contains domain C-terminal domain of ProRS (SSF64586)	59.89	177	4.00E-54	207	82.46445498
Solyc01g007890.1.1	-2.232629211	2.487526887	0.001990057	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc11g062440.1.1	-2.20872827	4.565722986	3.22E-07	"Laccase (AHRD V1 ***- Q9AUI0_PINTA); contains Interpro domain(s)  IPR017760  L-ascorbate oxidase, plants "	AT5G21105	NA	"L-ascorbate oxidase/ copper ion binding; similar to L-ascorbate oxidase, putative [Arabidopsis thaliana] (TAIR:AT5G21100.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20933.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20931.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20932.1); contains InterPro domain Multicopper oxidase, copper-binding site; (InterPro:IPR002355); contains InterPro domain Cupredoxin; (InterPro:IPR008972); contains InterPro domain Multicopper oxidase, type 3; (InterPro:IPR011707); contains InterPro domain Multicopper oxidase, type 2; (InterPro:IPR011706); contains InterPro domain Multicopper oxidase, type 1; (InterPro:IPR001117)"	66.61	554	0	763	95.99303136
Solyc07g063320.2.1	-2.19755627	2.462696307	0.003191253	"LanC-like protein 2 (AHRD V1 ***- B6TCV9_MAIZE); contains Interpro domain(s)  IPR020464  LanC-like protein, eukaryotic "	AT1G52920	GCR2	"Encodes a plasma membrane–localized ABA receptor, which interacts with  the G&alpha;&beta;&gamma; complex. It has been postulated that the binding of ABA to GCR2 results in the release of the G protein and dissociation of the heterotrimeric complex into G&alpha; and the G&beta;&gamma; dimer to activate downstream ABA effectors and to trigger the ABA responses."	60.92	412	8.00E-129	457	99.50980392
Solyc07g020960.2.1	-2.180383437	3.729622318	6.63E-05	BHLH transcription factor-like protein (AHRD V1 *-** Q5ZAK6_ORYSJ); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc01g081480.2.1	-2.166821184	2.206354798	0.00915878	Genomic DNA chromosome 5 P1 clone MVA3 (AHRD V1 **-- Q9FN84_ARATH)	AT5G17670	NA	similar to Os02g0129900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045780.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL56717.1); contains InterPro domain PGAP1-like; (InterPro:IPR012908)	71.73	283	2.00E-100	362	86.37770898
Solyc01g014110.2.1	-2.155492211	3.51463449	0.000251231	Unknown Protein (AHRD V1)	AT5G12900	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G12330.1); similar to Os08g0508100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062195.1); similar to Peptidase M14, carboxypeptidase A [Medicago truncatula] (GB:ABE94280.1); similar to Os09g0488800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063532.1)"	68.42	76	3.00E-27	116	93.50649351
Solyc02g065470.1.1	-2.146771708	2.450278738	0.003191253	Pathogenesis-related protein (AHRD V1 ***- B3TLW3_ELAGV); contains Interpro domain(s)  IPR001283  Allergen V5/Tpx-1 related 	AT5G66590	NA	allergen V5/Tpx-1-related family protein; similar to allergen V5/Tpx-1-related family protein [Arabidopsis thaliana] (TAIR:AT4G25790.1); similar to STS14 protein precursor (GB:Q41495); contains InterPro domain Allergen V5/Tpx-1 related; (InterPro:IPR001283)	60.28	141	3.00E-49	191	76.79558011
Solyc03g121300.2.1	-2.11833539	3.125777952	0.000960058	Myrosinase-binding protein 2 (AHRD V1 **-- D7KIN1_ARALY); contains Interpro domain(s)  IPR001229  Mannose-binding lectin 	AT1G73040	NA	jacalin lectin family protein; similar to jacalin lectin family protein [Arabidopsis thaliana] (TAIR:AT1G19715.1); similar to jacalin-domain protein [Plantago major] (GB:CAJ38387.1); contains InterPro domain Jacalin-related lectin; (InterPro:IPR001229)	55.68	176	3.00E-58	221	86.63366337
Solyc06g068360.2.1	-2.118268546	2.966365108	0.000366243	"Ethylene-responsive transcription factor 7 (AHRD V1 *-** ERF83_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding "	AT5G25190	NA	encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.	60.56	180	5.00E-42	167	97.8021978
Solyc07g008890.1.1	-2.113396505	2.828211421	0.002372381	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M989_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g056480.2.1	-2.109055131	5.434692514	6.26E-07	"Glutathione S-transferase-like protein (AHRD V1 **** Q8GVD1_SOLLC); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal "	AT1G78380	ATGSTU19	"Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim."	75.12	217	1.00E-94	342	97.73755656
Solyc06g073620.2.1	-2.103733873	2.977097736	0.001527707	Molybdopterin synthase catalytic subunit (AHRD V1 **** MOC2B_ARATH); contains Interpro domain(s)  IPR003448  Molybdopterin biosynthesis MoaE 	AT2G43760	NA	molybdopterin biosynthesis MoaE family protein; similar to putative molybdopterin synthase large subunit [Momordica charantia] (GB:CAD80090.1); similar to Os02g0140300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045852.1); contains InterPro domain Molybdopterin biosynthesis MoaE; (InterPro:IPR003448)	66.49	188	5.00E-72	267	76.32653061
Solyc09g048980.2.1	-2.098933439	3.850660524	8.79E-05	Phototropic-responsive NPH3 family protein (AHRD V1 **-- D7MMM6_ARALY); contains Interpro domain(s)  IPR004249  NPH3 	AT3G08570	NA	"phototropic-responsive protein, putative; similar to phototropic-responsive protein, putative [Arabidopsis thaliana] (TAIR:AT3G08660.1); similar to transposon protein, putative, Mutator sub-class, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA91176.1); contains InterPro domain NPH3; (InterPro:IPR004249); contains InterPro domain BTB; (InterPro:IPR000210); contains InterPro domain BTB/POZ; (InterPro:IPR013069)"	60.54	517	2.00E-170	595	93.95085066
Solyc03g120530.2.1	-2.093513234	2.167859705	0.00915878	BHLH transcription factor-like protein (AHRD V1 *-** Q5ZAK6_ORYSJ); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g114800.1.1	-2.076699413	2.762411442	0.000519267	Sulfotransferase family protein (AHRD V1 **** D7LZW5_ARALY); contains Interpro domain(s)  IPR000863  Sulfotransferase 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc02g067440.2.1	-2.067443914	3.791018351	6.51E-06	Cupin RmlC-type (AHRD V1 **-- B4F886_MAIZE); contains Interpro domain(s)  IPR012864  Protein of unknown function DUF1637 	AT5G39890	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G15120.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAB03364.1); similar to Os01g0185500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042241.1); contains InterPro domain Protein of unknown function DUF1637; (InterPro:IPR012864); contains InterPro domain Cupin, RmlC-type; (InterPro:IPR011051)"	61.18	255	2.00E-89	325	96.19771863
Solyc07g043130.2.1	-2.057701979	4.291657036	1.24E-05	Os12g0117400 protein (Fragment) (AHRD V1 **-- Q0IQJ6_ORYSJ); contains Interpro domain(s)  IPR004249  NPH3 	AT2G30520	RPT2	light inducible root phototropism 2 encoding a signal transducer of the phototropic response in Arabidopsis	69.65	593	0	853	99.65337955
Solyc08g063090.2.1	-2.030406138	2.620730315	0.00834546	Delta-6-desaturase (AHRD V1 **** D3YN48_9ERIC); contains Interpro domain(s)  IPR012171  Fatty acid/sphingolipid desaturase 	AT2G46210	NA	"delta-8 sphingolipid desaturase, putative; similar to delta-8 sphingolipid desaturase (SLD1) [Arabidopsis thaliana] (TAIR:AT3G61580.1); similar to Fatty acid desaturase, putative [Medicago truncatula] (GB:ABE90798.1); similar to delta-8 sphingolipid desaturase [Brassica napus] (GB:CAA11857.1); similar to delta-8 sphingolipid desaturase [Helianthus annuus] (GB:CAA60621.1); contains InterPro domain Fatty acid desaturase/sphingolipid desaturase; (InterPro:IPR012171); contains InterPro domain Fatty acid desaturase; (InterPro:IPR005804); contains InterPro domain Cytochrome b5; (InterPro:IPR001199); contains InterPro domain Fatty acid desaturase subdomain; (InterPro:IPR010257)"	62.36	449	5.00E-172	600	99.50738916
Solyc02g077110.2.1	-2.028614911	2.360248914	0.00328891	"Lipase-like protein (AHRD V1 ***- Q8LF19_ARATH); contains Interpro domain(s)  IPR002921  Lipase, class 3 "	AT4G18550	NA	"lipase class 3 family protein; similar to lipase class 3 family protein [Arabidopsis thaliana] (TAIR:AT1G06250.1); similar to Ipomoea nil Pn47p (GB:AAB07724.1); similar to Os05g0574000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056386.1); similar to Os05g0574100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056387.1); contains InterPro domain Lipase, class 3; (InterPro:IPR002921)"	58.88	394	2.00E-135	479	88.8372093
Solyc01g017500.1.1	-2.025917123	2.877190019	0.000535519	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g012500.2.1	-2.021798284	3.893506592	4.23E-05	WRKY transcription factor 29 (AHRD V1 *-*- Q6IEQ2_ORYSJ); contains Interpro domain(s)  IPR003657  DNA-binding WRKY 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g066750.2.1	-2.017007377	5.549821659	4.94E-07	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g066740.2.1	-2.004358519	2.534174604	0.00124254	CT099 (Fragment) (AHRD V1 *--- Q4KR02_SOLCI); contains Interpro domain(s)  IPR003245  Plastocyanin-like 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g049050.2.1	-2.003113056	2.730052921	0.001849279	"Expansin (AHRD V1 ***- O82625_SOLLC); contains Interpro domain(s)  IPR007112  Expansin 45, endoglucanase-like  IPR007117  Pollen allergen/expansin, C-terminal "	AT2G40610	ATEXP8	"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."	82.1	229	6.00E-86	313	91.53225806
Solyc03g007530.2.1	-1.998635615	4.046353689	7.15E-05	Multidrug resistance protein ABC transporter family (AHRD V1 **-- B9GX56_POPTR); contains Interpro domain(s)  IPR003439  ABC transporter-like 	AT3G59140	ATMRP14	member of MRP subfamily	66.28	1471	0	1950	99.86376022
Solyc03g119740.2.1	-1.996919837	4.231732909	8.77E-06	"MYB transcription factor (AHRD V1 **** Q9FNN6_ARATH); contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region, SHAQKYF class "	AT1G49010	NA	"myb family transcription factor; similar to myb family transcription factor [Arabidopsis thaliana] (TAIR:AT5G08520.1); similar to MYB transcription factor MYB109 [Glycine max] (GB:ABH02851.1); contains InterPro domain Homeodomain-related; (InterPro:IPR012287); contains InterPro domain Homeodomain-like; (InterPro:IPR009057); contains InterPro domain Myb-like DNA-binding region, SHAQKYF class; (InterPro:IPR006447); contains InterPro domain Myb, DNA-binding; (InterPro:IPR001005)"	55.05	287	8.00E-63	237	86.66666667
Solyc02g081570.2.1	-1.961511776	2.782976132	0.008940884	Yellow stripe-like protein 2.1 (Fragment) (AHRD V1 ***- B4ZYE4_BRAJU); contains Interpro domain(s)  IPR004813  Oligopeptide transporter OPT superfamily 	AT1G65730	YSL7	Arabidopsis thaliana metal-nicotianamine transporter YSL4	78.34	688	0	966	98.56115108
Solyc11g040340.1.1	-1.961339012	3.672191232	0.000186488	"Endoglucanase 1 (AHRD V1 ***- B6U0P7_MAIZE); contains Interpro domain(s)  IPR008928  Six-hairpin glycosidase-like  IPR012341  Six-hairpin glycosidase  IPR018221  Glycoside hydrolase, family 9, active site  IPR001701  Glycoside hydrolase, family 9 "	AT1G71380	ATCEL3	"glycosyl hydrolase family 9 protein; Identical to Endoglucanase 9 precursor (EC 3.2.1.4) (Endo-1,4-beta glucanase 9) (Cellulase 3) (AtCEL3) (CEL3) [Arabidopsis Thaliana] (GB:Q9C9H5;GB:P80855;GB:Q38817;GB:Q8LDE8); similar to glycosyl hydrolase family 9 protein [Arabidopsis thaliana] (TAIR:AT1G22880.1); similar to endo-1,4-beta-glucanase [Malus x domestica] (GB:AAQ55294.1); similar to Cel9B [Populus tremula x Populus tremuloides] (GB:AAT75042.1); similar to basic cellulase [Citrus sinensis] (GB:AAB65156.1); contains InterPro domain Six-hairpin glycosidase; (InterPro:IPR008928); contains InterPro domain Glycoside transferase, six-hairpin, subgroup; (InterPro:IPR012343); contains InterPro domain Glycoside hydrolase, family 9; (InterPro:IPR001701)"	69.57	470	0	682	97.70833333
Solyc02g068510.1.1	-1.955992917	2.857150609	0.001744933	Zinc-binding protein (AHRD V1 **-- Q948W7_PEA); contains Interpro domain(s)  IPR006734  Protein of unknown function DUF597 	AT1G31040	NA	"zinc ion binding; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G12646.1); similar to zinc-binding protein [Pisum sativum] (GB:BAB69816.1); contains InterPro domain Protein of unknown function DUF597; (InterPro:IPR006734); contains InterPro domain Zinc finger, B-box; (InterPro:IPR000315)"	60.34	237	5.00E-74	274	97.10743802
Solyc02g076730.2.1	-1.954623001	3.576580567	0.00052854	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g121660.2.1	-1.947912984	4.764016629	5.44E-06	"Zinc finger protein (AHRD V1 *-*- Q9LVQ7_ARATH); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc02g071920.2.1	-1.946742204	2.869550522	0.004418904	Transmembrane water channel Aquaporin Z (AHRD V1 **** B7VL99_VIBSL); contains Interpro domain(s)  IPR012269  Aquaporin 	AT4G18910	ATNLM2	"NIP1;2/NLM2 (NOD26-like intrinsic protein 1;2); water channel; Identical to Aquaporin NIP1.2 (NOD26-like intrinsic protein 1.2) (Nodulin-26-like major intrinsic protein 2) (AtNLM2) (Protein NLM2) (NodLikeMip2) (NIP1.2) [Arabidopsis Thaliana] (GB:Q8LFP7;GB:O49406); similar to NLM1 (NOD26-like intrinsic protein 1,1), water channel [Arabidopsis thaliana] (TAIR:AT4G19030.1); similar to nodulin26-like intrinsic protein [Pisum sativum] (GB:CAB45652.1); contains InterPro domain Aquaporin; (InterPro:IPR012269); contains InterPro domain Major intrinsic protein; (InterPro:IPR000425)"	65.41	292	2.00E-92	335	96.90721649
Solyc03g112080.1.1	-1.930391832	2.953600308	0.000540336	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase (AHRD V1 **-- ADPRM_BOVIN); contains Interpro domain(s)  IPR004843  Metallophosphoesterase 	AT4G24730	NA	calcineurin-like phosphoesterase family protein; similar to PREDICTED: hypothetical protein [Macaca mulatta] (GB:XP_001114048.1); similar to Os08g0557200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062482.1); similar to Os07g0688000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060698.1); contains InterPro domain Metallophosphoesterase; (InterPro:IPR004843)	70.82	305	2.00E-127	452	94.6875
Solyc05g005320.1.1	-1.929213322	3.218938473	0.000694291	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc11g005240.1.1	-1.886887713	2.299011843	0.005486478	Sensitivity to red light reduced protein 1 (AHRD V1 *--- D7MSG2_ARALY); contains Interpro domain(s)  IPR012942  SRR1 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g048410.2.1	-1.854748062	4.840162921	2.31E-05	"Superoxide dismutase (AHRD V1 **** Q7YK44_SOLLC); contains Interpro domain(s)  IPR019833  Manganese/iron superoxide dismutase, binding site  IPR001189  Manganese/iron superoxide dismutase "	AT5G51100	FSD2	Fe superoxide dismutase whose mRNA levels are increased in response to exposure to UV-B.	62.45	245	3.00E-81	298	90.8
Solyc02g087950.2.1	-1.844409894	3.937732145	0.000467665	cDNA clone J023065D24 full insert sequence (AHRD V1 *-*- B7EKP5_ORYSJ); contains Interpro domain(s)  IPR012870  Protein of unknown function DUF1666 	NA	NA	NA	NA	NA	NA	NA	NA
