"Row.names"	"logFC"	"logCPM"	"PValue"	"FDR"	"SGN_annotation"	"AGI"	"symbol"	"gene_name"	"X..identity"	"alignment.length"	"e.value"	"bit.score"	"percent.query.align"
"Solyc06g075370.2.1"	3.93603825110968	4.77982469274318	7.87592575320527e-06	0.000492780144657337	"Dof zinc finger protein 9 (AHRD V1 *-*- A5HWF8_HORVD); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g005210.1.1"	-2.59320113225149	12.6164539574486	8.09188503414774e-06	0.000504217295324517	"Cytochrome P450 like_TBP (AHRD V1 ***- O04892_TOBAC)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc12g088820.1.1"	4.92187508169569	4.00909255755488	8.2543672699863e-06	0.000512242448868864	"Serine/threonine-protein kinase 38 (AHRD V1 ***- B6U4A0_MAIZE); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase "	"AT5G09890"	NA	"kinase; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT4G14350.3); similar to protein kinase [Raphanus sativus] (GB:BAC76894.1); similar to Serine/threonine protein kinase [Medicago truncatula] (GB:ABE88922.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase, C-terminal; (InterPro:IPR000961); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719)"	78.22	505	0	832	98.99799599
"Solyc07g006110.2.1"	4.11224271498035	4.49070489956662	8.45016817476282e-06	0.000520147194044915	"Receptor like kinase, RLK"	"AT2G23950"	NA	"leucine-rich repeat family protein / protein kinase family protein; similar to NIK1 (NSP-INTERACTING KINASE 1), kinase [Arabidopsis thaliana] (TAIR:AT5G16000.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT4G30520.1); similar to NIK2 (NSP-INTERACTING KINASE 2), protein kinase [Arabidopsis thaliana] (TAIR:AT3G25560.1); similar to Leucine-rich repeat, typical subtype [Medicago truncatula] (GB:ABE94689.1); similar to leucine-rich repeat receptor-like kinase [Populus tomentosa] (GB:ABG73621.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96874.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"	68.82	619	0	853	96.51898734
"Solyc02g086930.2.1"	4.08332412950909	4.51771655954014	8.45016817476282e-06	0.000520147194044915	"Homeobox-leucine zipper-like protein (AHRD V1 *-*- Q3HRT1_PICGL); contains Interpro domain(s)  IPR001356  Homeobox  IPR017970  Homeobox, conserved site "	"AT3G01470"	"ATHB-1"	"Encodes a homeodomain leucine zipper class I (HD-Zip I) transcriptional activator involved in leaf development."	68.44	225	7e-65	243	77.27272727
"Solyc12g011040.1.1"	6.52493026687381	3.82610128285513	8.80053468766243e-06	0.000537362768639436	"Lipoxygenase (AHRD V1 ***- O24370_SOLTU); contains Interpro domain(s)  IPR001246  Lipoxygenase, plant "	"AT3G45140"	"ATLOX2"	"Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection."	56.95	799	0	927	88.12989922
"Solyc03g083770.1.1"	6.51064150901913	3.66211059219921	8.80053468766243e-06	0.000537362768639436	"Pectinesterase (AHRD V1 ***- C0PST8_PICSI); contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor "	"AT5G62360"	NA	"invertase/pectin methylesterase inhibitor family protein; similar to invertase/pectin methylesterase inhibitor family protein / DC 1.2 homolog (FL5-2I22) [Arabidopsis thaliana] (TAIR:AT5G62350.1); similar to pectin methylesterase inhibitor isoform [Solanum phureja] (GB:ABG49144.1); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)"	58.9	163	2e-51	198	80.59701493
"Solyc01g015220.1.1"	-3.37065972258531	4.32017656175803	9.07232691666153e-06	0.000551742633763687	"Polyprotein (Fragment) (AHRD V1 **-- Q6UTY7_ORYSJ); contains Interpro domain(s)  IPR000953  Chromo domain "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g019990.1.1"	-2.82069324070552	4.73938951320242	9.25365662039313e-06	0.000560528267954012	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc04g014360.2.1"	3.51679202409125	5.30658761729413	9.68593109005056e-06	0.000584384509099717	"Transcription factor SPATULA (AHRD V1 *-** SPT_ARATH); contains Interpro domain(s)  IPR001092  Basic helix-loop-helix dimerisation region bHLH "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc07g064240.2.1"	6.4985318666437	3.69441455088251	1.00720589154362e-05	0.000602502581945961	"CT099 (Fragment) (AHRD V1 *--- Q4KR14_SOLPE); contains Interpro domain(s)  IPR003245  Plastocyanin-like "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g066860.2.1"	6.4982585228586	3.80802897890856	1.00720589154362e-05	0.000602502581945961	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc04g016230.2.1"	4.88979791875096	3.98051445944846	1.01843701368135e-05	0.000602502581945961	"Glucosyltransferase (AHRD V1 **** D7URL8_9LAMI); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc07g018290.2.1"	4.85426413496203	3.97902570789224	1.01843701368135e-05	0.000602502581945961	"AP2-like ethylene-responsive transcription factor At1g16060 (AHRD V1 *-*- AP2L1_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding "	"AT5G57390"	"AIL5"	"AIL5 (AINTEGUMENTA-LIKE 5); DNA binding / transcription factor; similar to PLT1 (PLETHORA 1), transcription factor [Arabidopsis thaliana] (TAIR:AT3G20840.1); similar to Pathogenesis-related transcriptional factor and ERF [Medicago truncatula] (GB:ABE82188.1); contains InterPro domain Pathogenesis-related transcriptional factor and ERF; (InterPro:IPR001471)"	50.5	505	1e-102	370	92.32409382
"Solyc04g049080.2.1"	4.83899807258499	3.96770345310923	1.01843701368135e-05	0.000602502581945961	"Senescence-associated protein-like (AHRD V1 ***- Q9LH57_ARATH); contains Interpro domain(s)  IPR018499  Tetraspanin "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g096950.2.1"	-2.71218254442793	6.01323255064224	1.02997581624718e-05	0.000606967143807058	"Retinoblastoma-binding protein-like (AHRD V1 **-* Q9LJC6_ARATH); contains Interpro domain(s)  IPR017986  WD40 repeat, region "	"AT3G21060"	NA	"transducin family protein / WD-40 repeat family protein; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT2G43770.1); similar to hypothetical protein MtrDRAFT_AC147431g31v2 [Medicago truncatula] (GB:ABE88086.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046)"	70.74	516	0	687	97.70992366
"Solyc03g080100.2.1"	6.4938828897467	3.61435213937495	1.15492865736844e-05	0.000672779130522211	"Copper-translocating P-type ATPase (AHRD V1 *--- Q3JHP1_BURP1); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc04g054220.2.1"	6.47468857328747	3.67246293415152	1.15492865736844e-05	0.000672779130522211	"Cytochrome P450"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g054480.2.1"	6.47132427776808	3.59364748874143	1.15492865736844e-05	0.000672779130522211	"Actin (AHRD V1 ***- B5M4V6_TOBAC); contains Interpro domain(s)  IPR004000  Actin/actin-like "	"AT3G12110"	"ACT11"	"Encodes an actin that is expressed predominantly during reproductive development."	97.08	377	0	746	99.47089947
"Solyc10g085950.1.1"	4.29199402998325	4.26326085118305	1.17237912422293e-05	0.000680337870407843	"Predicted inner membrane protein (AHRD V1 ***- B7UKH4_ECO27); contains Interpro domain(s)  IPR005226  Conserved hypothetical protein CHP00245 "	"AT2G37330"	"ALS3"	"Encodes an ABC transporter-like protein, without an ATPase domain, required for aluminum (Al) resistance/tolerance and may function to redistribute accumulated Al away from sensitive tissues in order to protect the growing root from the toxic effects of Al."	81.75	263	1e-120	429	98.86792453
"Solyc08g007040.2.1"	4.03395027123365	4.46572932079499	1.23628670379914e-05	0.000714487156712492	"Glycine cleavage system H protein 1 (AHRD V1 ***- B6UHJ7_MAIZE); contains Interpro domain(s)  IPR017453  Glycine cleavage H-protein, subgroup "	"AT2G35370"	"GDCH"	"Encodes glycine decarboxylase complex H protein. Involved in photorespiration."	80.86	162	2e-68	254	97.5308642
"Solyc10g006900.2.1"	3.25970886355225	6.07912287036092	1.2406248972119e-05	0.000714487156712492	"Protochlorophyllide reductase (AHRD V1 ***- Q8LAV9_ARATH); contains Interpro domain(s)  IPR005979  Light-dependent protochlorophyllide reductase "	"AT4G27440"	"PORB"	"light-dependent NADPH:protochlorophyllide oxidoreductase B"	80.3	401	0	632	99.49494949
"Solyc08g078500.2.1"	3.94645801690876	4.84895809287849	1.2571710749463e-05	0.000721284114093721	"Os02g0658033 protein (Fragment) (AHRD V1 *-*- C7IYY5_ORYSJ); contains Interpro domain(s)  IPR008546  Protein of unknown function DUF828, plant "	"AT4G17350"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G47440.1); similar to hypothetical protein 40.t00010 [Brassica oleracea] (GB:ABD65135.1); similar to hypothetical protein 31.t00035 [Brassica oleracea] (GB:ABD65121.1); contains InterPro domain Pleckstrin-like, plant; (InterPro:IPR013666); contains InterPro domain Pleckstrin-like; (InterPro:IPR001849); contains InterPro domain Protein of unknown function DUF828, plant; (InterPro:IPR008546)"	56.95	367	4e-76	281	90.02557545
"Solyc03g114020.2.1"	3.45400530852895	5.37889510227254	1.28062754900935e-05	0.000731979746433764	"Genomic DNA chromosome 5 P1 clone MQB2 (AHRD V1 **-- Q9FM06_ARATH)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g072100.2.1"	6.42971824336745	3.55487337944262	1.32691624455126e-05	0.000755596800829866	"LTRGag-pol-polymerase 3 (AHRD V1 *-*- B2BXJ4_ARALY)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g006360.1.1"	4.03834607134054	4.42176065479721	1.33644443025626e-05	0.000758182877522989	"Genomic DNA chromosome 3 P1 clone MZE19 (AHRD V1 ***- Q9LHE6_ARATH)"	"AT3G19990"	NA	"binding; similar to hypothetical protein BB0394 [Bordetella bronchiseptica RB50] (GB:NP_886943.1); similar to Os02g0828500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048601.1); similar to Os02g0828200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048598.1); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"	68.14	113	4e-32	132	97.34513274
"Solyc03g112620.2.1"	3.61799897119112	4.60834411931841	1.34651429012854e-05	0.000761055883535848	"Carboxyl-terminal proteinase (AHRD V1 ***- B4FXN3_MAIZE); contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239, plant "	"AT5G50150"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G70550.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10750.1); similar to putative carboxyl-terminal proteinase [Gossypium hirsutum] (GB:AAK84952.2); contains InterPro domain Protein of unknown function DUF239, plant; (InterPro:IPR004314)"	77.49	382	1e-169	593	92.70072993
"Solyc01g097640.2.1"	-2.55555733703376	7.79636755259541	1.40435636277637e-05	0.000790808671838958	"Ribosome biogenesis protein BMS1 homolog (AHRD V1 *--- BMS1_HUMAN); contains Interpro domain(s)  IPR007034  Protein of unknown function DUF663 "	"AT1G06720"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G42440.1); similar to PREDICTED: hypothetical protein LOC553241 isoform 2 [Danio rerio] (GB:XP_709801.1); similar to PREDICTED: hypothetical protein XP_679814 isoform 1 [Danio rerio] (GB:XP_684906.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL57303.1); contains InterPro domain AARP2CN; (InterPro:IPR012948); contains InterPro domain Protein of unknown function DUF663; (InterPro:IPR007034)"	58.9	1185	0	1264	94.88636364
"Solyc03g081230.1.1"	6.41733187390596	3.633272706724	1.52759457458864e-05	0.000847647734016266	"NHL1 (Fragment) (AHRD V1 **-- B0LZI2_ARATH); contains Interpro domain(s)  IPR010847  Harpin-induced 1 "	"AT5G53730"	NA	"harpin-induced family protein / HIN1 family protein / harpin-responsive family protein; similar to harpin-induced family protein / HIN1 family protein / harpin-responsive family protein [Arabidopsis thaliana] (TAIR:AT3G44220.1); similar to Hairpin-induced family protein [Ipomoea nil] (GB:BAE94402.1); contains InterPro domain Harpin-induced 1; (InterPro:IPR010847)"	59.76	164	4e-52	201	75.70093458
"Solyc08g005650.2.1"	6.40363649993441	3.74204476422587	1.52759457458864e-05	0.000847647734016266	"Cytochrome P450"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g005700.2.1"	6.40283932354409	3.61579471313478	1.52759457458864e-05	0.000847647734016266	"Aldehyde dehydrogenase 1 (AHRD V1 **** Q84V96_LOTCO); contains Interpro domain(s)  IPR015590  Aldehyde dehydrogenase "	"AT1G23800"	"ALDH2B"	"Encodes a mitochondrial aldehyde dehydrogenase; nuclear gene for mitochondrial product."	79.96	504	0	868	94.71698113
"Solyc01g098930.2.1"	6.4002065406446	3.61139309101502	1.52759457458864e-05	0.000847647734016266	"Cyclin (AHRD V1 **** D8UD80_VOLCA); contains Interpro domain(s)  IPR012389  Negative regulatory factor PREG "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc03g078350.2.1"	-3.17475364083379	4.02985400590437	1.66859470025611e-05	0.000922520502643412	"UPF0235 protein C15orf40 homolog (AHRD V1 **-- CO040_RAT); contains Interpro domain(s)  IPR003746  Protein of unknown function DUF167 "	"AT1G49170"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G63440.3); similar to Protein of unknown function DUF167 [Medicago truncatula] (GB:ABE81179.1); contains InterPro domain Protein of unknown function DUF167; (InterPro:IPR003746)"	65.6	125	5e-43	169	96.875
"Solyc06g051130.1.1"	4.26053658371425	4.1577919409905	1.6893090705595e-05	0.000930588953216908	"Transferase family protein (AHRD V1 **-* D7LEH4_ARALY); contains Interpro domain(s)  IPR003480  Transferase "	"AT2G40230"	NA	"transferase family protein; similar to transferase family protein [Arabidopsis thaliana] (TAIR:AT1G27620.1); similar to Os01g0382200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043090.1); similar to Os01g0104900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001041768.1); similar to putative hydroxyanthranilate hydroxycinnamoyltransferase 2 [Oryza sativa (japonica cultivar-group)] (GB:BAD68809.1); contains InterPro domain Transferase; (InterPro:IPR003480); contains InterPro domain Invasin/intimin cell-adhesion; (InterPro:IPR008964)"	63.3	436	2e-145	512	98.16091954
"Solyc06g011420.1.1"	-2.83837416547811	4.60783752046833	1.70419048642869e-05	0.000935397550745913	"Gag-Pol polyprotein (AHRD V1 ***- B8YLY4_MEDTR)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g096220.2.1"	3.65210402507752	4.80145338437975	1.71541396238275e-05	0.000938171003024003	"Ras-related protein Rab-25 (AHRD V1 ***- RAB25_BOVIN); contains Interpro domain(s)  IPR015595  Rab11-related "	"AT1G01200"	"ATRAB-A3"	"AtRABA3 (Arabidopsis Rab GTPase homolog A3); GTP binding; similar to SMG1 (SMALL MOLECULAR WEIGHT G-PROTEIN 1), GTP binding [Arabidopsis thaliana] (TAIR:AT5G47960.1); similar to RAB11B [Lotus japonicus] (GB:CAA98178.1); contains InterPro domain Small GTP-binding protein domain; (InterPro:IPR005225); contains InterPro domain Ras small GTPase, Rab type; (InterPro:IPR003579); contains InterPro domain Ras GTPase; (InterPro:IPR001806); contains InterPro domain Ras; (InterPro:IPR013753)"	69.11	246	5e-90	327	99.18032787
"Solyc00g006690.2.1"	-2.54115562517534	7.37209643536848	1.74600736089562e-05	0.000951480140324624	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g082980.2.1"	3.20249386251886	5.80157209441755	1.85528994165406e-05	0.00100742243831816	"Plant-specific domain TIGR01615 family protein (AHRD V1 ***- B6TMA8_MAIZE); contains Interpro domain(s)  IPR006502  Protein of unknown function DUF506, plant "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc12g009200.1.1"	3.36599357429777	4.95986510892509	1.96287712178861e-05	0.00106204924411651	"Chlorophyll a-b binding protein, chloroplastic (AHRD V1 ***- CB12_PETHY); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein "	"AT1G19150"	"LHCA2*1"	"PSI type II chlorophyll a/b-binding protein (Lhca2*1) mRNA,"	83.48	230	2e-113	404	87.7394636
"Solyc03g119210.1.1"	6.35970085288453	3.55334181963661	2.03737399561345e-05	0.00109128109797304	"Lipid transfer protein (AHRD V1 ***- Q42158_ARATH); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g013870.2.1"	6.34361129256744	3.70073783927379	2.03737399561345e-05	0.00109128109797304	"Sieve element-occluding protein 3 (AHRD V1 **-- B5THF7_MEDTR)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g007440.2.1"	4.19042370594927	4.12215082587062	2.03843614722667e-05	0.00109128109797304	"CBL-interacting protein kinase 16 (AHRD V1 **** A0MNK3_POPTR); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase "	"AT2G30360"	"CIPK11"	"Encodes a SOS2-like protein kinase that is a member of the CBL-interacting protein kinase family."	56.13	424	3e-126	448	93.49775785
"Solyc12g044410.1.1"	3.03217182439572	6.79598691252025	2.04941314877652e-05	0.00109330798294731	"Class III homeodomain-leucine zipper (AHRD V1 ***- Q1WD30_GINBI); contains Interpro domain(s)  IPR013978  MEKHLA "	"AT1G52150"	"ATHB-15"	"Member of the class III HD-ZIP protein family. Contains homeodomain and leucine zipper domain. Critical for vascular development and negatively regulates vascular cell differentiation."	81.55	840	0	1410	99.76133652
"Solyc07g018070.2.1"	2.99163618383556	7.90796258530651	2.05826785422895e-05	0.00109419246348591	"Heat shock protein-related (Fragment) (AHRD V1 *--- B7ZEI4_ARATH); contains Interpro domain(s)  IPR004176  Clp, N-terminal "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g018820.1.1"	-2.94377112169461	4.30502683659345	2.15427979159788e-05	0.00114124285545137	"CCA-adding enzyme (AHRD V1 *--- CCA_LACPL); contains Interpro domain(s)  IPR002646  Polynucleotide adenylyltransferase region "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc10g081730.1.1"	4.69545831375827	4.01406272898099	2.2064766073143e-05	0.00116483577561134	"Os02g0200800 protein (Fragment) (AHRD V1 *-*- Q0E303_ORYSJ); contains Interpro domain(s)  IPR009675  Targeting for Xklp2 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc02g084390.2.1"	3.11158571798819	5.77200798110334	2.29225192891708e-05	0.00120593073796731	"Kinesin like protein (AHRD V1 *-*- Q0WLK7_ARATH); contains Interpro domain(s)  IPR001752  Kinesin, motor region "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc03g007530.2.1"	3.40946859179055	5.19042675070333	2.33650372866127e-05	0.00121859831667864	"Multidrug resistance protein ABC transporter family (AHRD V1 **-- B9GX56_POPTR); contains Interpro domain(s)  IPR003439  ABC transporter-like "	"AT3G59140"	"ATMRP14"	"member of MRP subfamily"	66.28	1471	0	1950	99.86376022
"Solyc03g121170.2.1"	3.56888496393263	4.82248950836105	2.33775266699252e-05	0.00121859831667864	"GDSL esterase/lipase At5g22810 (AHRD V1 ***- GDL78_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL "	"AT3G16370"	NA	"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase, putative [Arabidopsis thaliana] (TAIR:AT5G22810.1); similar to Lipolytic enzyme, G-D-S-L [Medicago truncatula] (GB:ABE90349.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"	65.38	338	2e-134	475	80.62200957
"Solyc08g079730.1.1"	6.32007059245571	3.51775014031846	2.36060958655799e-05	0.00121859831667864	"Mate efflux family protein (AHRD V1 **-- D7ME03_ARALY); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE "	"AT4G22790"	NA	"MATE efflux family protein; similar to ZF14, transporter [Arabidopsis thaliana] (TAIR:AT1G58340.1); similar to Multi antimicrobial extrusion protein MatE [Medicago truncatula] (GB:ABE90557.1); similar to Os03g0858800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051964.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"	61.17	479	3e-141	498	99.16839917
"Solyc07g007180.2.1"	6.31095971825479	3.50645183901306	2.36060958655799e-05	0.00121859831667864	"RING-H2 finger protein (AHRD V1 *-*- B6TJA7_MAIZE); contains Interpro domain(s)  IPR018957  Zinc finger, C3HC4 RING-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g014280.1.1"	6.3088461376778	3.50518349145524	2.36060958655799e-05	0.00121859831667864	"Hydroxycinnamoyl transferase (AHRD V1 **-* D2XJ64_9MAGN); contains Interpro domain(s)  IPR003480  Transferase "	"AT5G01210"	NA	"transferase family protein; similar to transferase family protein [Arabidopsis thaliana] (TAIR:AT2G39980.1); similar to AER [Nicotiana tabacum] (GB:AAM73656.1); contains InterPro domain Transferase; (InterPro:IPR003480)"	64.27	473	2e-170	595	99.56616052
"Solyc02g077950.1.1"	3.62207461275858	4.69927392147717	2.3644205697198e-05	0.00121859831667864	"Dof zinc finger protein (AHRD V1 ***- Q0PY33_SOLLC); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g027670.1.1"	-2.44750454072151	12.3692449020351	2.39649533603504e-05	0.00123095659084719	"Cytochrome P450 like_TBP (AHRD V1 *-*- O04892_TOBAC)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc10g048180.1.1"	-3.63579623884347	3.67466468997495	2.41893484310075e-05	0.00123829917018531	"Amino acid transporter family protein (AHRD V1 **** D7LI10_ARALY); contains Interpro domain(s)  IPR013057  Amino acid transporter, transmembrane "	"AT2G42005"	NA	"amino acid transporter family protein; similar to amino acid transporter family protein [Arabidopsis thaliana] (TAIR:AT4G38250.1); similar to amino acid transport protein (GB:AAB82307.1); similar to OSIGBa0158F05.8 [Oryza sativa (indica cultivar-group)] (GB:CAH66759.1); similar to OSJNBa0017B10.14 [Oryza sativa (japonica cultivar-group)] (GB:CAE03099.2); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"	63.1	393	3e-136	481	90.42056075
"Solyc01g090550.2.1"	4.1471827330743	4.12191577133794	2.46873079798611e-05	0.00125948712873483	"DNAJ chaperone (AHRD V1 ***- B0W7V8_CULQU); contains Interpro domain(s)  IPR003095  Heat shock protein DnaJ "	"AT5G22060"	"ATJ2"	"Co-chaperonin similar to E. coli DnaJ"	68.85	427	1e-149	526	99.52941176
"Solyc06g048930.2.1"	4.69484807700879	3.99717409848284	2.47689194614387e-05	0.00125948712873483	"Two-component response regulator ARR3 (AHRD V1 **** B6TSM4_MAIZE); contains Interpro domain(s)  IPR001789  Signal transduction response regulator, receiver region "	"AT3G56380"	"ARR17"	"response regulator 17"	74.45	137	3e-48	187	91.27516779
"Solyc03g122300.1.1"	3.89896630770975	4.30617231598567	2.55086115434266e-05	0.00129277643302086	"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR012876  Protein of unknown function DUF1677, plant "	"AT1G72510"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G09970.1); similar to 4Fe-4S ferredoxin, iron-sulfur binding [Medicago truncatula] (GB:ABE81755.1); contains InterPro domain Protein of unknown function DUF1677, plant; (InterPro:IPR012876)"	60.15	133	9e-45	176	79.01234568
"Solyc12g008650.1.1"	3.10303288943774	5.70893738070797	2.65482847866685e-05	0.00134099708271265	"Inositol oxygenase (AHRD V1 ***- A5FF81_FLAJ1); contains Interpro domain(s)  IPR007828  Protein of unknown function DUF706 "	"AT4G26260"	"MIOX4"	"Encodes a myo-inositol oxygenase."	74.53	318	8e-136	479	99.37106918
"Solyc11g071480.1.1"	-2.49973829921001	6.34491904744622	2.69929588460919e-05	0.0013589435307814	"Hydroxycinnamoyl CoA shikimate/quinate hydroxycinnamoyltransferase-like protein (Fragment) (AHRD V1 **-- B9GF60_POPTR); contains Interpro domain(s)  IPR003480  Transferase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g054340.2.1"	4.15964781187476	4.10067450481236	2.72067687166368e-05	0.00136518716689025	"Cc-nbs-lrr, resistance protein"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc08g013980.2.1"	6.30373638852763	3.54520048156222	2.74135116031121e-05	0.00136647453843518	"F21O3.28 protein (Fragment) (AHRD V1 *--- Q9SRQ9_ARATH)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc02g076690.2.1"	3.74140655731141	4.46261909781695	2.75020526677957e-05	0.00136647453843518	"Cathepsin B-like cysteine proteinase (AHRD V1 **-* CYSP_SCHMA); contains Interpro domain(s)  IPR013128  Peptidase C1A, papain "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g060620.2.1"	3.67463661048281	4.5066537280733	2.75020526677957e-05	0.00136647453843518	"Nitrate transporter (AHRD V1 **** Q852P5_TOBAC); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region "	"AT1G12110"	"ATNRT1"	"Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium."	60.64	597	0	730	99.66273187
"Solyc09g008860.2.1"	2.95319853837871	6.78265990914607	2.76869079190732e-05	0.00137117833225273	"Receptor like kinase, RLK"	"AT2G36570"	NA	"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G68400.1); similar to putative receptor kinase [Malus x domestica] (GB:ABA82081.1); similar to Protein kinase [Medicago truncatula] (GB:ABE80124.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"	64.03	670	0	728	95.26627219
